"source_section","source_section_name","field_id","field_name","destination","destination_field_name","destination_format","frequency","transformation","quirks_notes","spec_source"
"W","Minor / Joint / POA Accounts","W-guardian_relationship","Guardian Relationship","back-office","guardian_rel_cd","VARCHAR(2)","on-modify","[direct]","FA/MO/CG; CG requires court-order doc","[industry typical]"
"W","Minor / Joint / POA Accounts","W-holding_type","Holding Type","back-office","holding_type_cd","VARCHAR(2)","on-modify","[direct]","SI/J2/J3; J2/J3 trigger 2nd/3rd holder ledger logic","[industry typical]"
"W","Minor Joint POA","W-holding_type","Holding Type","contract-notes","HoldingPattern","CHAR(2)","on-trade","[direct]","SI/J2/J3 prints on ECN header; joint ECN routed to all holders","[industry typical]"
"W","Minor / Joint / POA Accounts","W-is_minor_account","Minor Account Flag","back-office","minor_flg","CHAR(1)","on-modify","derived from Y","derived from DOB<18; restricts to delivery-only","[industry typical]"
"W","Minor Joint POA","W-is_minor_account","Minor Account Flag","contract-notes","MinorFlag","CHAR(1)","on-trade","[direct]","minor restricted to delivery only; F&O/intraday trades rejected upstream","[industry typical]"
"W","Minor / Joint / POA Accounts","W-is_minor_account","Minor Account Flag","rms","minor_block_flg","CHAR(1)","on-modify","derived from Y","minor flag blocks F&O/intraday at pre-trade pipeline","[industry typical]"
"W","Minor / Joint / POA Accounts","W-operation_mode","Operation Mode","back-office","op_mode_cd","VARCHAR(2)","on-modify","[direct]","ES/AS/JO; drives signature-verification rule","[industry typical]"
"X","Margin Pledge & Collateral","X-collateral_type_preference","Collateral Type Preference","back-office","coll_type_pref","VARCHAR(2)","on-modify","[direct]","CA/SE/FD/ET; drives 50%-cash-equivalent rule check","NCL/CMPT/65498"
"X","Margin Pledge & Collateral","X-collateral_type_preference","Collateral Type Preference","regulatory-reports","CollateralType","CHAR(2)","daily","[direct]","CA/SE/FD/ET drives column in MG-18 client-collateral file; 50% cash equivalent rule at CM level","NCL/CMPT/67751"
"X","Margin Pledge & Collateral","X-collateral_type_preference","Collateral Type","rms","coll_mix","VARCHAR(2)","on-modify","[direct]","50% cash-equivalent rule applied at margin computation","NCL/CMPT/65498"
"X","Margin Pledge & Collateral","X-collateral_type_preference","Collateral Type Preference","rms","margin_50pct_cash_check","CHAR(1)","on-trade","derived from Y","Y/N flag; 50% cash-equivalent rule applied at order entry","NCL/CMPT/61800"
"X","Margin Pledge & Collateral","X-daily_margin_report_status","Daily Margin Report Status","back-office","dmr_status_cd","VARCHAR(2)","EOD","[direct]","CO/NC; flagged if peak-margin snapshot showed shortfall","SEBI/HO/MRD2/DCAP/CIR/P/2020/127"
"X","Margin Pledge & Collateral","X-daily_margin_report_status","DMR Status","rms","dmr_status","VARCHAR(2)","EOD","[direct]","NC triggers next-day pre-trade margin freeze for that client","SEBI/HO/MRD2/DCAP/CIR/P/2020/127"
"X","Margin Pledge & Collateral","X-mtf_agreement_date","MTF Agreement Date","back-office","mtf_agree_dt","DATE YYYYMMDD","one-time","formatted","audit field","[industry typical]"
"X","Margin Pledge & Collateral","X-mtf_enabled","MTF Enabled","back-office","mtf_flg","CHAR(1)","on-modify","[direct]","Y activates CSMFA pledge account routing","NCL/CMPT/63669"
"X","Margin Pledge & Collateral","X-mtf_enabled","MTF Enabled Flag","contract-notes","MTFFlag","CHAR(1)","on-trade","[direct]","MTF line-item handling per revised Annexure A/B; CSMFA pledge reference printed","NSE/INSP/61999"
"X","Margin Pledge & Collateral","X-mtf_enabled","MTF Enabled","rms","mtf_active","CHAR(1)","on-modify","[direct]","MTF-active client routes to CSMFA pledge envelope","NCL/CMPT/63669"
"X","Margin Pledge & Collateral","X-mtf_interest_rate","MTF Interest Rate","back-office","mtf_int_rate","NUMBER(5,2)","on-modify","[direct]","%pa; appears on contract-note charges breakdown","[industry typical]"
"X","Margin Pledge & Collateral","X-mtf_limit_sanctioned","MTF Limit Sanctioned","back-office","mtf_limit","NUMBER(15,2)","on-modify","[direct]","INR; sanctioned MTF facility cap","[industry typical]"
"X","Margin Pledge & Collateral","X-mtf_limit_sanctioned","MTF Limit Sanctioned","regulatory-reports","MTFFundedAmount","NUMBER(15,2)","daily","[direct]","funded MTF amount reported in CFR; CSMFA-pledge against client demat keyed by primary BO ID","NCL/CMPT/63669"
"X","Margin Pledge & Collateral","X-mtf_limit_sanctioned","MTF Limit Sanctioned","rms","mtf_cap","NUMBER(15,2)","on-modify","[direct]","hard cap on MTF exposure at order entry","[industry typical]"
"X","Margin Pledge & Collateral","X-online_pledge_activated","Online Pledge Activated","back-office","online_pledge_flg","CHAR(1)","on-modify","[direct]","Y enables broker-portal pledge initiation","SEBI/HO/MIRSD/DOP/CIR/P/2020/28"
"X","Margin Pledge & Collateral","X-pledge_consent_obtained","Pledge Consent Obtained","back-office","pledge_consent_flg","CHAR(1)","on-modify","[direct]","Y allows margin-pledge file generation; OTP-confirmed","SEBI/HO/MIRSD/DOP/CIR/P/2020/28"
"X","Margin Pledge & Collateral","X-total_pledged_value","Total Pledged Value","back-office","pledged_value_inr","NUMBER(15,2)","EOD","derived from Y","current total with haircut applied; recomputed nightly","NCL/CMPT/65498"
"X","Margin Pledge & Collateral","X-total_pledged_value","Total Pledged Collateral Value","regulatory-reports","PledgedValue","NUMBER(15,2)","daily","derived from Y","net of prudential haircut per CC approved-securities Annexure; haircut 40-100% phased on un-approved","ICCL 20240710-11"
"X","Margin Pledge & Collateral","X-total_pledged_value","Total Pledged Value (post-haircut)","rms","pledged_post_haircut","NUMBER(15,2)","EOD","derived from Y","post-haircut value feeds available-margin calc; recomputed at EOD parameter reload","NCL/CMPT/65498"
"X","Margin Pledge & Collateral","X-total_pledged_value","Total Pledged Value","rms","margin_collected_collateral","NUMBER(15,2)","daily","derived from Y","post-haircut collateral value at BOD parameter reload","NCL/CMPT/65498"
"Y","Account Lifecycle","Y-account_status","Account Status","aml-fiu","ACCOUNT_STATE","CHAR(2)","on-event","[direct]","frozen/suspended accounts on UNSC match send ""freeze report"" to MHA via FIU","SEBI/HO/MIRSD/SECFATF/P/CIR/2024/78"
"Y","Account Lifecycle & Dormancy","Y-account_status","Account Status","back-office","acct_status_cd","VARCHAR(2)","on-event","[direct]","AC/IN/DO/SU/CL; drives ledger eligibility for new trades","SEBI framework for automated deactivation Jul 2022"
"Y","Account Lifecycle & Dormancy","Y-account_status","Account Status (Active/Inactive)","bse-ucc","UCC_STATUS_FLAG","CHAR(2)","on-event","[direct]","Uniform inactive treatment across MIIs; demat accounts freeze if KRA flags KYC invalid","BSE/20241202-5"
"Y","Account Lifecycle","Y-account_status","Account Status","dlt-comms","STATUS_VAR","CHAR(2)","on-event","lookup against R","populates status-change SMS body (""Your a/c is now Active/Dormant/Suspended""); auto-fired on Y01 change","SEBI/HO/MIRSD/POD-1/P/CIR/2025/94"
"Y","Account Lifecycle & Dormancy","Y-account_status","Account Status (Active/Inactive)","mcx-ucc","UCC_STATUS_FLAG","CHAR(2)","on-event","[direct]","Inactive = no trades 24 months on MCX (not 12); pre-flag notification mandatory; messaging restrictions on reactivation","MCX/INSP/716/2024"
"Y","Account Lifecycle & Dormancy","Y-account_status","Account Status (Active/Inactive)","nse-ucc","UCC_STATUS_FLAG","CHAR(2)","on-event","[direct]","No trades 12 months = 'Inactive'; reactivation requires fresh due diligence and IPV","NSE/INSP/43488"
"Y","Account Lifecycle & Dormancy","Y-account_status","Account Status","rms","client_status","VARCHAR(2)","on-event","[direct]","IN/DO/SU/CL blocks all new orders at pre-trade","SEBI framework for automated deactivation Jul 2022"
"Y","Account Lifecycle & Dormancy","Y-account_status_date","Account Status Date","back-office","acct_status_dt","DATE YYYYMMDD","on-event","formatted","last status-change date; audit","[industry typical]"
"Y","Account Lifecycle & Dormancy","Y-account_status_reason","Account Status Reason","back-office","acct_status_reason","VARCHAR(100)","on-event","[direct]","free-text; preserves dormancy/suspension cause","[industry typical]"
"Y","Account Lifecycle & Dormancy","Y-auto_deactivation_date","Auto Deactivation Date","back-office","auto_deactiv_dt","DATE YYYYMMDD","on-event","formatted","SEBI framework for inadequate KYC","SEBI framework for automated deactivation Jul 2022"
"Y","Account Lifecycle & Dormancy","Y-closure_funds_settled","Closure Funds Settled","back-office","closure_funds_flg","CHAR(1)","on-event","[direct]","must be Y before final closure","SEBI/HO/MIRSD/POD-1/P/CIR/2025/94"
"Y","Account Lifecycle & Dormancy","Y-closure_request_date","Closure Request Date","back-office","closure_req_dt","DATE YYYYMMDD","on-event","formatted","client closure intimation; starts settlement-of-dues workflow","SEBI/HO/MIRSD/POD-1/P/CIR/2025/94"
"Y","Account Lifecycle & Dormancy","Y-closure_request_date","Closure Request Date","back-office","closure_workflow_state","VARCHAR(2)","on-event","derived from Y","PE=Pending obligations, FS=Funds-settled, SS=Sec-settled, CL=Closed","SEBI/HO/MIRSD/POD-1/P/CIR/2025/94"
"Y","Account Lifecycle & Dormancy","Y-closure_securities_settled","Closure Securities Settled","back-office","closure_secs_flg","CHAR(1)","on-event","[direct]","must be Y before final closure","SEBI/HO/MIRSD/POD-1/P/CIR/2025/94"
"Y","Account Lifecycle & Dormancy","Y-days_inactive","Days Inactive","back-office","days_inactive","NUMBER(5)","EOD","derived from Y","auto-calc; >365 typically flags dormancy","SEBI framework for automated deactivation Jul 2022"
"Y","Account Lifecycle & Dormancy","Y-dormancy_declaration_date","Dormancy Declaration Date","back-office","dormancy_dt","DATE YYYYMMDD","on-event","formatted","set when inactive>12mo per broker policy","SEBI framework for automated deactivation Jul 2022"
"Y","Account Lifecycle & Dormancy","Y-final_closure_date","Final Closure Date","back-office","final_close_dt","DATE YYYYMMDD","on-event","formatted","audit-retained per 8-yr SEBI rule","[industry typical]"
"Y","Account Lifecycle","Y-kyc_validity_end","KYC Validity End","aml-fiu","KYC_EXPIRY","DATE YYYYMMDD","on-event","formatted","5-year cycle; stale KYC accounts on suspect activity trigger automatic STR review","SEBI/HO/MIRSD/SECFATF/P/CIR/2024/78"
"Y","Account Lifecycle & Dormancy","Y-kyc_validity_end","KYC Validity End","back-office","kyc_valid_end","DATE YYYYMMDD","on-modify","formatted","5-yr or risk-based; triggers re-KYC workflow at expiry","[industry typical]"
"Y","Account Lifecycle & Dormancy","Y-kyc_validity_start","KYC Validity Start","back-office","kyc_valid_start","DATE YYYYMMDD","on-modify","formatted","start of re-KYC cycle","[industry typical]"
"Y","Account Lifecycle & Dormancy","Y-last_trade_date","Last Trade Date","back-office","last_trade_dt","DATE YYYYMMDD","EOD","derived from Y","rolled forward by nightly batch; drives dormancy timer","SEBI framework for automated deactivation Jul 2022"
"Y","Account Lifecycle & Dormancy","Y-next_kyc_review_date","Next KYC Review Date","back-office","next_kyc_rev_dt","DATE YYYYMMDD","on-modify","derived from Y","computed from risk-tier (2/8/10 yrs)","[industry typical]"
"Y","Account Lifecycle & Dormancy","Y-ovd_expiry_date","OVD Expiry Date","back-office","ovd_expiry_dt","DATE YYYYMMDD","on-modify","formatted","if Passport/DL; triggers ovd-re-fetch reminder","[industry typical]"
"Y","Account Lifecycle & Dormancy","Y-reactivation_fresh_kyc","Reactivation Fresh KYC","back-office","react_fresh_kyc_flg","CHAR(1)","on-event","[direct]","Y if dormant>12mo; mandates re-KYC before order entry","SEBI framework for automated deactivation Jul 2022"
"Y","Account Lifecycle & Dormancy","Y-reactivation_request_date","Reactivation Request Date","back-office","react_req_dt","DATE YYYYMMDD","on-event","formatted","client-initiated reactivation trigger","SEBI framework for automated deactivation Jul 2022"
"Z","Audit Trail & Modification","Z-approval_status","Approval Status","back-office","appr_status_cd","VARCHAR(2)","on-event","[direct]","PE/AP/RJ; pending blocks downstream propagation","[industry typical]"
"Z","Audit Trail","Z-checker_id","STR Checker ID","aml-fiu","STR_CHECKER_USER","VARCHAR(50)","on-event","[direct]","Principal Officer or Designated Director who signs STR/CTR before FINnet upload","FIU-IND-FINGATE-USERMANUAL-REPORTS"
"Z","Audit Trail & Modification","Z-checker_id","Checker ID","back-office","checker_id","VARCHAR(50)","on-event","[direct]","checker user-ID; segregation-of-duties enforced","[industry typical]"
"Z","Audit Trail & Modification","Z-field_name","Field Name Modified","back-office","field_changed","VARCHAR(50)","on-modify","[direct]","which field was changed","[industry typical]"
"Z","Audit Trail","Z-investigation_status","Investigation Status","aml-fiu","INVESTIGATION_STATE","CHAR(2)","on-event","[direct]","OP/CL; retained for 5+ years post-closure; FIU may re-open with follow-up request","SEBI/HO/MIRSD/SECFATF/P/CIR/2024/78"
"Z","Audit Trail","Z-maker_id","STR Maker ID","aml-fiu","STR_MAKER_USER","VARCHAR(50)","on-event","[direct]","user who flagged transaction; FINnet 2.0 e-sign trail captures","FIU-IND-FINGATE-USERMANUAL-REPORTS"
"Z","Audit Trail & Modification","Z-maker_id","Maker ID","back-office","maker_id","VARCHAR(50)","on-modify","[direct]","maker-checker mandatory; cannot be same as checker","[industry typical]"
"Z","Audit Trail & Modification","Z-modification_date","Modification Date","back-office","mod_ts","TIMESTAMP","on-modify","formatted","ISO 8601; chronological audit","[industry typical]"
"Z","Audit Trail & Modification","Z-modification_id","Modification ID","back-office","mod_id","VARCHAR(20)","on-modify","[direct]","unique key per change; maker-checker primary key","[industry typical]"
"Z","Audit Trail & Modification","Z-modification_source","Modification Source","back-office","mod_source_cd","VARCHAR(2)","on-modify","[direct]","CR/CO/KR/SY; KRA-updates flagged differently from CR","[industry typical]"
"Z","Audit Trail & Modification","Z-modified_by_user","Modified By User","back-office","mod_user_id","VARCHAR(50)","on-modify","[direct]","maker user-ID; access-trail input","[industry typical]"
"Z","Audit Trail & Modification","Z-new_value","New Value","back-office","new_value","VARCHAR(500)","on-modify","[direct]","new value; appears on modification report","[industry typical]"
"Z","Audit Trail & Modification","Z-old_value","Old Value","back-office","old_value","VARCHAR(500)","on-modify","[direct]","previous value; retained for 8 yrs","[industry typical]"
"Z","Audit Trail","Z-sar_filed","STR Filed Flag","aml-fiu","STR_FILED_FLAG","CHAR(1)","on-event","[direct]","set to Y on FINnet 2.0 acknowledgement; SAR is legacy name for STR in master-dataset","SEBI/HO/MIRSD/SECFATF/P/CIR/2024/78"
"Z","Audit Trail & Modification","Z-sar_filed","SAR Filed","back-office","sar_filed_flg","CHAR(1)","on-event","[direct]","STR filed with FIU-IND; cross-reference to aml-fiu destination","SEBI/HO/MIRSD/SECFATF/P/CIR/2024/78"
"Z","Audit Trail","Z-sar_filing_date","STR Filing Date","aml-fiu","STR_FILING_DATE","DATE YYYYMMDD","on-event","formatted","STR must be filed within 7 working days of suspicion confirmation per PMLA","SEBI/HO/MIRSD/SECFATF/P/CIR/2024/78"
"Z","Audit Trail","Z-suspicious_activity_flagged","Suspicious Activity Flagged","aml-fiu","STR_TRIGGER_FLAG","CHAR(1)","on-event","[direct]","internal flag triggering STR workflow; alert-indicator engine sets Y on capital-market typologies","FIU-IND-CAPITAL-MARKET-ALERTS-2022-23"
"Z","Audit Trail & Modification","Z-suspicious_activity_flagged","Suspicious Activity Flagged","back-office","sus_act_flg","CHAR(1)","on-event","[direct]","Y triggers AML case-file creation","SEBI/HO/MIRSD/SECFATF/P/CIR/2024/78"
"Z","Audit Trail","Z-suspicious_activity_type","Suspicious Activity Type","aml-fiu","STR_TYPE_CODE","VARCHAR(50)","on-event","lookup against R","typology code (synchronized trade / off-market transfer / mis-utilisation of client funds); per FIU alert indicators","FIU-IND-CAPITAL-MARKET-ALERTS-2022-23"
"[cfr]","Client Funding Report","cfr-bank_balance","Client Bank Balance","regulatory-reports","BankBalance","NUMBER(15,2)","on-event","[direct]","weekly cadence; bank-balance API; funded portion of BG only counted as cash-equivalent","NSE/INSP/52724"
"[cfr]","Client Funding Report","cfr-cash_balance","Client Cash Balance","regulatory-reports","CashBalance","NUMBER(15,2)","on-event","[direct]","weekly cadence (Friday or first working day); migrated to daily T+1 API submission Jan-2023","NSE/INSP/55039"
